length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time
17,0,3,4,9,3,0,3.616874606,0,1,0,0,0
9,0,2,2,6,0,0,2.947702779,0,1,0,0,0
19,0,4,5,12,0,0,3.511085408,0,1,0,0,0
12,0,2,2,9,0,0,3.418295834,0,1,0,0,0
10,0,3,4,5,0,0,3.121928095,0,1,0,0,0
17,0,3,5,11,0,0,3.572469459,0,1,0,0,0
19,0,2,4,12,1,0,3.576617645,0,1,0,51,3287
11,0,2,2,8,0,0,3.277613437,0,1,0,0,0
13,0,2,3,9,0,0,3.39274741,0,1,0,0,0
13,0,4,5,7,0,0,3.546593564,0,1,0,0,0
13,0,3,3,9,0,0,3.546593564,0,1,0,0,0
11,0,3,4,6,0,0,2.913977073,0,1,0,0,0
16,0,4,6,9,0,0,3.25,0,1,0,0,0
13,0,2,5,7,0,0,2.931208949,0,1,0,0,0
12,0,3,3,8,0,0,3.251629167,0,0,0,0,365
13,0,3,6,6,0,0,3.026986833,0,1,0,0,0
16,0,4,6,8,0,1,3.625,0,1,0,0,0
12,0,2,2,8,0,1,3.251629167,0,1,0,0,0
16,0,2,2,7,5,0,3.75,0,1,0,1565,6940
14,0,3,4,9,0,0,3.039148672,0,1,0,0,0
13,0,4,4,8,0,0,3.238901257,0,1,0,0,0
13,0,2,3,9,0,0,3.238901257,0,1,0,0,0
16,0,2,2,7,5,0,3.625,0,1,0,1565,6940
18,0,4,5,10,0,2,3.836591668,0,1,0,0,0
17,0,2,6,10,0,0,3.175123135,0,1,0,0,0
14,0,3,3,10,0,0,3.378783493,0,1,0,0,0
10,0,2,3,6,0,0,2.921928095,0,1,0,0,0
14,0,3,4,9,0,0,3.521640636,0,1,0,0,0
18,0,5,6,11,0,0,3.308270835,0,1,0,0,0
26,0,4,8,15,0,1,4.008132026,0,1,0,33,365
16,0,4,6,9,0,0,3.202819531,0,1,0,0,0
17,0,2,4,12,0,0,3.146286371,0,1,0,0,0
17,0,4,5,11,0,0,3.734521665,0,1,0,0,0
16,0,3,3,6,5,0,3.625,0,1,0,1565,6940
13,0,2,2,8,0,1,3.026986833,0,1,0,80,2191
7,2,2,2,4,0,0,2.807354922,1,1,1,20,8875
19,0,4,6,12,0,0,3.326360408,0,1,0,0,365
12,0,3,4,7,0,0,3.251629167,0,1,0,0,0
12,0,3,3,8,0,0,3.251629167,0,1,0,0,0
17,2,3,6,10,0,0,3.4548224,1,1,3,41,365
18,0,4,4,13,0,0,3.377443751,0,1,0,0,0
11,0,3,3,7,0,0,3.459431619,0,1,0,0,0
16,2,3,4,11,0,0,3.452819531,1,1,2,0,3652
11,0,3,3,7,0,0,3.277613437,0,1,0,0,0
15,0,3,5,9,0,0,3.006238929,0,1,0,0,0
12,0,2,3,7,0,1,3.251629167,0,1,0,0,0
16,0,2,2,7,5,0,3.875,0,1,0,1565,6940
13,2,3,4,7,0,1,3.39274741,1,1,5,41,2557
12,0,2,4,7,0,0,3.084962501,0,1,0,0,0
34,0,4,10,21,0,0,3.962031591,0,1,0,26,4017
12,0,3,5,6,0,0,2.79248125,0,1,0,0,0
11,0,3,4,6,0,0,3.095795255,0,1,0,0,0
18,0,3,4,12,0,0,3.46132014,0,1,0,0,0
17,0,3,5,11,0,0,3.292770194,0,1,0,0,0
10,0,3,3,6,0,0,3.121928095,0,1,0,0,0
11,0,2,3,7,0,0,3.095795255,0,1,0,0,0
10,0,3,3,6,0,0,3.321928095,0,1,0,0,0
13,2,4,5,7,0,0,3.238901257,1,1,1,13,365
16,0,3,6,8,0,0,2.952819531,0,1,0,0,0
14,0,4,5,8,0,0,3.378783493,0,1,0,0,0
11,0,2,3,7,0,0,3.095795255,0,1,0,0,0
14,0,2,3,10,0,0,2.950212065,0,1,0,0,0
11,0,2,2,8,0,0,3.095795255,0,1,0,0,0
16,0,3,5,10,0,0,3.577819531,0,1,0,0,0
16,0,3,4,11,0,0,3.75,0,1,0,0,0
10,0,2,2,7,0,0,3.321928095,0,1,0,0,0
15,0,2,5,9,0,0,3.323231429,0,1,0,0,0
15,0,2,5,9,0,0,3.456564762,0,1,0,0,0
14,0,3,4,8,1,0,3.235926351,0,1,0,0,0
10,0,1,3,6,0,0,2.846439345,0,1,0,0,0
12,0,3,3,7,0,0,3.022055209,0,0,0,0,2192
12,0,2,3,7,0,1,3.251629167,0,1,0,0,0
15,0,3,4,10,0,0,3.189898095,0,1,0,0,0
16,0,4,6,9,0,0,3.202819531,0,1,0,0,0
16,0,2,2,7,5,0,3.875,0,1,0,1565,6940
16,0,2,2,7,5,0,3.75,0,1,0,1565,6940
16,0,2,2,7,5,0,3.75,0,1,0,1565,6940
16,0,2,2,7,5,0,3.875,0,1,0,1565,6940
16,0,2,2,7,5,0,3.75,0,1,0,1565,6940
13,0,3,3,8,0,1,3.700439718,0,1,0,0,0
21,0,4,4,15,0,0,3.784941827,0,1,0,0,0
15,0,4,5,9,0,0,3.373557262,0,1,0,0,0
19,0,1,3,8,6,0,3.681880803,0,1,0,51,3287
23,0,4,7,14,0,1,3.642489673,0,1,0,0,0
19,2,4,7,11,0,0,3.431623566,1,1,1,542,3287
18,0,4,7,10,0,0,3.614369446,0,1,0,0,0
15,4,2,4,10,0,0,3.006238929,0.954545455,1,1,51,4383
16,0,4,5,10,0,0,3.5,0,1,0,0,0
17,0,3,4,12,0,0,3.4548224,0,1,0,0,0
19,0,5,8,9,0,0,3.576617645,0,1,0,0,0
13,0,3,3,9,0,0,3.180832987,0,1,0,0,0
11,0,1,1,5,4,0,3.095795255,0,1,0,0,0
12,0,2,2,9,0,0,3.251629167,0,1,0,0,0
16,0,4,6,9,0,0,3.625,0,1,0,0,0
26,0,4,8,15,0,1,4.026986833,0,1,0,33,365
10,0,2,3,6,0,0,2.921928095,0,1,0,0,0
10,0,3,4,5,0,0,3.121928095,0,1,0,0,0
16,0,3,6,9,0,0,3.280639062,0,1,0,0,0
8,0,2,4,3,0,0,2.25,0,1,0,0,0
9,0,3,3,5,0,0,3.169925001,0,1,0,0,0
11,0,2,3,7,0,0,3.277613437,0,1,0,0,0
14,0,3,4,9,0,0,3.378783493,0,1,0,0,0
8,0,2,2,5,0,0,2.75,0,1,0,0,0
21,0,3,6,14,0,0,3.784941827,0,1,0,0,0
18,0,4,7,9,0,0,3.572431251,0,1,0,3,730
13,2,3,4,7,0,0,2.931208949,1,1,0,40,2557
14,0,3,5,8,0,0,3.182005815,0,1,0,0,0
31,0,4,6,15,6,2,4.260332601,0,1,0,0,3652
12,0,3,4,7,0,0,3.418295834,0,1,0,0,0
10,0,2,3,6,0,0,3.121928095,0,1,0,0,0
11,0,3,4,6,0,0,3.095795255,0,1,0,0,0
10,2,1,2,7,0,0,2.721928095,1,1,0,0,2922
17,0,4,4,12,0,0,3.572469459,0,1,0,0,0
9,0,2,2,6,0,0,2.725480557,0,1,0,0,0
17,0,4,7,9,0,0,3.337175341,0,1,0,0,0
15,0,3,5,9,0,0,3.189898095,0,1,0,0,0
21,0,2,5,15,0,0,3.689703732,0,1,0,0,0
9,0,2,3,5,0,0,2.725480557,0,1,0,0,0
10,0,3,3,6,0,0,3.121928095,0,1,0,0,0
13,0,4,5,7,0,0,3.39274741,0,1,0,0,0
