length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time,label
11,0,3,4,6,0,0,3.095795255000934,0.0,0,0,0,0,1
19,0,4,7,11,0,0,3.5110854081804272,0.0,0,0,0,0,1
13,4,3,4,7,1,0,3.3927474104487847,0.6299342105263157,0,0,0,0,0
25,0,4,8,12,4,0,3.7834651896016473,0.0,0,0,0,0,1
18,0,3,4,10,2,0,3.4613201402110083,0.0,0,0,0,6209,1
11,2,1,2,7,0,0,3.095795255000934,1.0,1,1,473,5479,0
10,2,3,3,6,0,0,3.321928095,1.0,1,1,0,12783,0
10,0,1,2,6,0,1,2.9219280948873623,0.0,0,0,0,365,1
18,0,4,8,9,0,0,3.5724312513221195,0.0,0,0,0,0,1
13,2,3,5,7,0,0,3.238901256602631,1.0,1,3,911,731,0
12,2,3,4,7,0,0,3.251629167,1.0,1,1,3013,0,0
10,0,1,1,8,0,0,3.1219280948873624,0.0,0,0,27,0,1
15,2,4,6,7,0,0,3.506890595608519,1.0,1,0,187,0,0
11,2,3,4,6,0,0,2.9139770731827523,0.0,0,2,0,10958,0
10,2,4,4,5,0,0,3.321928094887362,1.0,1,3,0,2557,0
14,0,4,5,8,0,0,3.6644977792004623,0.0,0,0,27,0,1
8,4,1,1,5,1,0,3.0,0.8313030638612035,1,0,350,4383,0
17,0,3,5,10,0,1,3.572469459,0.0,1,0,0,0,1
16,0,1,1,6,7,0,3.75,0.0,1,0,0,6209,1
14,2,3,5,8,0,0,3.3248629576173565,1.0,1,1,2245,3287,0
9,2,2,2,6,0,0,3.169925001442312,1.0,1,0,87,365,0
7,4,2,3,3,0,0,2.521640636343318,0.6819945324495374,0,5,0,6209,0
11,5,3,3,7,0,0,3.095795255000934,0.9473684210526316,1,8,0,10226,0
15,0,3,5,9,0,0,3.506890596,0.0,1,0,0,0,1
26,0,3,8,17,0,0,3.517559429596344,0.0,0,0,0,0,1
13,3,3,4,8,0,0,3.026986833,0.933333333,1,0,0,4018,0
13,0,2,3,9,0,0,3.180832987205441,0.0,1,0,3,3653,1
15,2,3,5,9,0,0,3.323231428797621,1.0,1,1,217,5479,0
13,0,3,4,8,0,0,3.3927474104487847,0.0,0,0,27,0,1
8,2,1,1,6,0,0,3.0,1.0,1,1,0,365,1
11,6,3,4,6,0,0,3.277613437,0.952380952,1,5,0,5479,0
16,0,3,4,10,0,0,3.5,0.0,0,0,0,0,1
16,2,3,4,7,3,1,3.875,1.0,1,0,1934,365,0
19,2,5,6,11,0,0,3.826874881864638,0.0,0,1,0,0,0
13,3,3,6,6,0,0,3.180832987205441,0.6283100914679862,1,1,796,0,0
15,0,3,5,7,1,0,3.373557262275186,0.0,1,0,5,6574,1
8,2,3,3,4,0,0,2.75,1.0,1,5,889,13820,0
10,0,2,2,5,1,0,2.9219280948873623,0.0,0,0,27,0,1
15,0,3,5,9,0,0,3.506890596,0.0,1,0,0,0,1
13,2,3,4,7,0,0,3.0850551027564768,1.0,1,5,34,5844,1
20,2,4,7,12,0,0,3.546439344671016,1.0,1,5,813,0,0
19,2,2,7,11,0,0,3.3660913291191923,1.0,1,1,0,1461,0
13,2,2,3,6,3,0,3.546593564294939,1.0,1,0,274,365,0
10,4,2,3,6,0,0,2.921928095,0.666145056,1,5,1278,11324,0
10,0,3,3,6,0,0,3.121928095,0.0,1,0,0,0,1
21,0,3,5,15,0,0,3.522571589,0.0,1,0,0,0,1
18,0,3,6,11,0,0,3.683542362,0.0,1,0,0,0,1
11,0,2,2,7,0,1,2.845350937,0.0,1,0,0,0,1
19,0,4,6,12,0,0,3.5766176449086657,0.0,0,0,0,0,1
9,4,2,2,6,0,0,3.169925001442312,0.6891823526808359,1,1,791,8047,0
15,2,3,6,7,0,0,3.106890595608519,1.0,1,3,1106,10592,0
16,4,3,5,10,0,0,3.5,0.6592432096982147,1,2,2401,9862,0
16,0,4,5,8,2,0,3.75,0.0,0,0,0,365,0
15,2,3,5,9,0,0,3.1898980954642875,1.0,1,0,76,731,0
14,2,4,5,8,0,0,3.521640636343318,1.0,1,1,2913,0,0
15,2,4,5,9,0,0,3.640223928941852,1.0,1,1,1633,0,0
18,0,3,6,11,0,0,3.4613201402110083,0.0,0,0,0,0,1
25,0,5,11,11,1,0,3.813660689688186,0.0,0,0,0,0,1
12,4,4,5,6,0,0,3.022055209,0.667364288,1,7,951,5114,0
7,6,2,2,4,0,0,2.807354922057604,0.4762920611326409,1,2,0,15706,0
15,4,3,5,9,0,0,3.4565647621309536,0.8313030638612035,1,0,884,0,0
18,2,4,5,12,0,0,3.683542362433231,1.0,1,3,272,731,0
16,0,3,6,9,0,0,3.375,0.0,0,0,0,0,1
17,4,4,7,9,0,0,3.572469458770135,0.7511931769315806,1,1,1136,1826,0
32,0,3,8,20,0,2,3.8431390622295662,0.0,0,0,0,0,1
10,0,3,3,6,0,0,3.121928095,0.0,1,0,0,0,1
12,0,3,4,4,3,0,3.418295834,0.0,1,0,0,0,1
10,2,2,3,6,0,0,3.1219280948873624,1.0,1,6,0,4383,0
15,0,4,5,9,0,0,3.506890596,0.0,1,0,0,0,1
11,2,2,2,6,2,0,3.277613436819116,0.0,0,0,0,730,0
29,2,4,11,16,0,0,3.8833374604210062,1.0,1,0,516,3287,1
15,0,3,6,8,0,0,3.506890595608519,0.0,0,0,0,0,1
13,0,3,4,8,0,0,3.3927474104487847,0.0,0,0,0,0,1
13,3,2,5,7,0,0,3.180832987205441,0.9,1,1,1654,0,0
10,6,3,3,6,0,0,3.321928094887362,0.8576887900135953,1,5,0,5479,0
9,2,3,3,4,0,0,2.94770277922009,1.0,0,5,1309,0,0
14,2,2,3,8,2,0,3.1820058147602133,1.0,1,0,0,365,0
12,2,3,3,8,0,0,3.4182958340544896,1.0,1,0,0,5479,0
21,0,4,7,10,2,0,3.6304126608739984,0.0,0,0,0,5844,1
23,0,4,7,14,0,0,3.8492239123906247,0.0,0,0,0,0,1
18,2,5,8,9,0,0,3.5724312513221195,1.0,1,1,1779,1096,0
11,2,2,3,7,0,0,2.913977073,1.0,0,5,1671,9130,0
16,0,3,6,8,0,0,3.25,0.0,0,0,27,0,1
13,4,2,4,8,0,0,3.238901256602631,0.658232087352411,1,7,1957,5479,0
17,6,4,5,8,2,1,3.616874605956222,0.8389635056301723,1,2,0,731,0
16,0,2,5,10,0,0,3.577819531,0.0,1,0,0,0,1
13,4,3,4,8,0,0,3.392747410448785,0.931681681681682,1,5,0,6209,0
17,0,3,4,11,1,0,3.572469458770135,0.0,0,0,0,0,1
12,3,3,4,7,0,0,3.0220552088742005,0.8840237091855964,0,1,212,1096,0
13,0,3,5,7,0,0,3.238901257,0.0,1,0,0,0,1
13,4,4,4,8,0,0,3.5465935642949384,0.6813044013246237,0,5,0,4748,0
18,0,5,7,10,0,0,3.614369445886757,0.0,0,0,0,0,1
18,2,4,7,10,0,0,3.725480556997868,1.0,1,5,3738,5479,0
12,0,2,3,6,0,2,2.9182958340544896,0.0,0,0,27,0,1
12,2,2,3,8,0,0,2.918295834054489,1.0,1,3,2700,1461,0
10,0,2,2,7,0,0,3.321928094887362,0.0,0,0,0,0,1
11,5,4,5,5,0,0,3.095795255000934,0.9411764705882352,0,1,0,2191,0
9,0,2,3,5,0,0,2.947702779,0.0,1,0,0,0,1
11,0,2,3,7,0,0,3.277613436819116,0.0,0,0,27,0,1
14,0,2,3,10,0,0,3.378783493,0.0,1,0,0,0,1
13,2,1,3,8,0,1,3.1808329872054406,0.0,0,0,0,1096,0
16,2,4,6,6,3,0,3.625,1.0,1,0,4576,365,0
17,0,4,5,10,0,1,3.7345216647797512,0.0,0,0,0,0,1
16,4,4,5,10,0,0,3.125,0.5300397563555458,1,1,0,4747,0
16,0,2,2,7,5,0,3.625,0.0,1,0,1565,6940,1
8,4,3,4,3,0,0,2.75,0.8518518518518517,1,1,3668,0,0
10,4,3,4,5,0,0,3.121928094887362,0.6658005253556315,1,2,1054,12420,0
13,0,4,4,8,0,0,3.238901257,0.0,1,0,0,0,1
9,4,1,1,6,0,1,2.94770277922009,0.6969928472456278,0,0,0,2922,0
16,2,3,5,9,0,0,3.25,1.0,1,5,0,6579,0
7,2,1,1,5,0,0,2.128085279,1.0,1,2,522,11324,0
16,0,2,2,7,5,0,3.75,0.0,1,0,1565,6940,1
11,4,2,3,7,0,0,3.0957952550009344,0.7119911620417181,1,5,0,6940,0
9,4,3,3,4,0,0,2.4193819456463714,0.5772260936895083,1,1,835,0,0
14,5,4,6,7,0,0,3.3248629576173565,0.9545454545454548,1,2,2037,7670,0
14,0,2,3,7,3,0,3.0391486719030705,0.0,0,0,0,365,0
8,0,2,2,5,0,0,2.75,0.0,1,0,0,0,1
26,2,5,11,13,0,1,3.767183467891461,1.0,1,1,0,2922,0
15,2,3,4,10,0,0,3.506890595608519,1.0,1,5,536,0,0
10,2,3,3,6,0,0,3.121928094887362,1.0,1,0,0,6574,0
9,0,1,1,4,3,0,3.169925001442312,0.0,0,0,0,0,1
16,2,3,4,8,3,0,3.577819531114783,1.0,1,0,0,365,0
9,2,2,3,5,0,0,2.94770277922009,1.0,1,1,1903,9131,0
14,2,3,4,8,0,0,3.378783493486176,1.0,1,4,1078,2192,0
11,0,3,5,5,0,0,3.0271691184406184,0.0,0,0,0,0,1
14,2,3,5,8,0,0,3.1820058147602133,1.0,1,0,292,730,0
9,4,2,2,6,0,0,3.169925001442312,0.6904772278258678,1,4,430,7670,0
10,0,2,4,5,0,0,2.846439345,0.0,1,0,0,0,1
16,0,4,6,9,0,0,3.452819531114783,0.0,0,0,0,0,1
15,0,3,4,10,0,0,3.506890595608519,0.0,0,0,0,0,1
13,0,3,4,8,0,0,3.39274741,0.0,1,0,0,0,1
9,8,2,3,5,0,0,2.94770277922009,0.7979250892388505,1,1,9,10957,0
39,0,3,8,14,11,0,3.9259265776147134,0.0,1,0,0,6209,1
12,2,1,4,6,0,1,2.9182958340544896,0.0,0,0,0,4383,0
17,2,3,4,12,0,0,3.057476076,1.0,1,0,1623,730,0
17,0,3,4,12,0,0,3.29277019393699,0.0,0,0,0,365,0
18,2,4,7,10,0,0,3.2810361125534238,1.0,1,0,541,1461,0
12,4,4,5,6,0,0,3.4182958340544896,0.9411764705882352,1,1,7,2923,1
16,6,4,7,8,0,0,3.5,0.8434229390681003,1,2,3541,8036,0
15,6,4,5,8,0,1,3.640223928941851,0.8613351254480286,1,1,0,9497,0
14,0,4,5,7,0,1,3.664497779,0.0,1,0,0,0,1
8,4,0,0,6,1,0,3.0,0.9230769230769232,1,2,0,365,1
14,2,3,4,9,0,0,3.235926351,1.0,0,5,1671,4018,0
20,0,1,1,9,7,0,3.5464393446710147,0.0,1,0,0,0,1
17,0,5,7,8,0,0,3.572469458770135,0.0,0,0,0,0,1
19,0,4,7,11,0,0,3.6818808028034025,0.0,0,0,0,0,1
9,0,4,4,4,0,0,2.94770277922009,0.0,0,0,0,0,1
13,0,2,2,10,0,0,3.180832987,0.0,0,1,49,0,1
18,0,3,6,9,0,0,3.197159723424149,0.0,0,0,0,0,1
11,0,2,2,8,0,0,3.2776134368191165,0.0,0,0,0,0,1
7,2,1,1,5,0,0,2.807354922,1.0,1,1,1184,0,1
15,4,3,6,7,1,0,2.8225797618424915,0.9612319205342462,1,1,11,365,1
10,2,3,3,6,0,0,3.321928095,1.0,1,2,329,7302,0
11,2,3,3,7,0,0,3.277613436819116,0.0,0,0,0,731,0
14,3,5,5,8,0,0,3.6644977792004623,0.5133333333333333,1,2,561,14940,0
20,0,4,8,11,0,0,3.684183719779189,0.0,0,0,0,0,1
9,4,3,3,5,0,0,3.169925001,0.696832887,1,5,806,12419,0
30,2,4,12,15,0,1,3.5995812306460646,1.0,1,0,3,4748,1
31,0,5,7,17,5,0,4.180002761999778,0.0,0,0,0,3652,1
22,0,3,3,15,2,0,3.970573095811685,0.0,0,0,0,5843,1
23,0,2,2,7,11,1,4.088779347361362,0.0,0,0,27,6940,1
9,0,3,5,3,0,0,2.5032583347756456,0.0,0,0,0,0,1
8,2,2,2,5,0,0,3.0,1.0,0,0,49,3287,0
16,2,3,5,10,0,0,3.327819531114783,1.0,1,5,1952,3652,0
18,0,2,4,12,0,0,3.350209029099897,0.0,0,0,0,0,1
10,4,2,2,7,0,0,3.321928094887362,0.8313030638612035,1,0,0,3287,0
11,4,3,4,6,0,0,3.095795255,0.698556609,1,1,1547,3682,0
16,0,3,6,8,0,0,3.0306390622295662,0.0,1,0,1300,0,0
7,4,2,3,3,0,0,2.521640636,0.68958544,1,2,5,12051,0
20,0,4,7,11,0,0,3.546439344671016,0.0,0,0,0,6209,1
10,0,1,2,4,2,0,2.721928094887362,0.0,0,0,142,365,1
22,2,4,8,10,3,0,3.788754913993503,1.0,1,0,1482,365,0
18,2,5,7,10,0,0,3.614369445886757,1.0,1,1,406,2922,0
10,2,3,3,4,1,0,3.121928095,1.0,1,5,64,2192,1
16,0,3,4,10,0,0,3.5,0.0,0,0,0,0,1
10,4,2,5,4,0,0,2.646439344671016,0.9333333333333336,1,1,220,8401,0
12,3,3,6,4,1,0,3.084962500721156,0.8748221906116643,1,1,910,6125,0
11,2,2,3,5,2,0,3.095795255000934,1.0,1,0,0,2191,0
10,2,2,2,7,0,0,2.9219280948873623,1.0,0,5,1676,0,0
6,5,2,3,2,0,0,2.251629167,0.711579733,1,4,3082,8036,0
13,4,3,4,8,0,0,3.546593564,0.944444444,1,0,8,5479,0
10,2,2,3,6,0,0,2.721928094887362,1.0,2,2,370,0,0
7,0,1,1,5,0,0,2.807354922,0.0,1,0,0,0,1
19,0,4,9,9,0,0,3.576617645,0.0,1,0,0,0,1
11,0,1,1,9,0,0,3.095795255,0.0,1,0,0,0,1
12,2,2,3,7,0,0,3.084962500721156,1.0,1,2,623,5479,1
22,0,4,7,12,0,1,3.8796640049025934,0.0,0,0,504,0,1
17,0,2,5,10,0,0,3.2195282822995472,0.0,0,0,0,0,1
10,2,2,3,5,1,0,3.1219280948873624,1.0,1,0,49,1827,0
18,4,4,7,9,0,0,3.5032583347756456,0.6901785714285714,1,1,0,8036,0
18,4,5,6,10,0,1,3.725480557,0.933333333,1,0,0,4018,0
11,2,2,3,7,0,0,2.913977073182752,1.0,1,1,230,7305,0
14,2,4,6,7,0,0,3.378783493486176,1.0,1,5,41,365,0
10,2,2,3,6,0,0,2.9219280948873623,1.0,1,1,0,0,0
30,3,4,11,16,0,2,3.7614063297218423,0.8421052631578947,1,2,479,5114,1
16,2,3,6,9,0,0,2.75,1.0,1,7,1364,0,0
18,0,3,5,12,0,0,3.614369446,0.0,1,0,0,0,1
12,2,2,2,9,0,0,3.2516291673878226,1.0,1,0,981,731,0
15,4,3,5,9,0,0,3.189898095,0.831303064,1,1,0,7305,0
12,3,2,5,6,0,0,2.9182958340544896,0.9473684210526316,1,5,0,15438,0
10,4,2,3,6,0,0,3.1219280948873624,0.6738980638879527,1,2,1746,12052,0
11,4,3,5,5,0,0,2.8453509366224368,0.9666666666666668,1,1,1509,1096,0
10,0,1,1,8,0,0,3.321928094887362,0.0,0,0,0,365,0
8,4,1,1,5,1,0,3.0,0.831303064,1,0,350,4383,0
9,4,2,2,6,0,0,2.94770277922009,0.9666666666666668,1,6,478,2204,0
26,0,4,8,15,0,1,4.026986833,0.0,1,0,33,365,1
24,2,5,11,11,0,0,3.5220552088742005,1.0,1,2,326,0,0
19,4,2,4,7,6,0,3.576617645,0.857142857,1,2,0,3287,1
17,2,3,5,10,0,0,3.4992275471326924,1.0,1,1,486,731,0
11,8,3,3,6,1,0,3.459431618637298,0.768522162758318,1,7,615,7670,0
13,0,3,3,9,0,0,3.180832987,0.0,1,0,0,0,1
8,3,2,3,4,0,0,2.5,0.933333333,1,0,85,8401,0
13,2,3,5,6,0,0,2.873140679513133,1.0,1,2,223,4222,0
14,3,4,4,9,0,0,3.0391486719030705,0.9565217391304348,1,0,0,1096,0
12,4,2,4,7,0,0,3.084962501,0.705113925,0,0,0,1826,0
16,2,3,4,11,0,0,3.5,1.0,1,1,1348,6209,0
12,2,2,4,7,0,0,2.855388542,1.0,1,0,0,2191,0
12,0,3,4,6,0,0,3.084962500721156,0.0,0,0,0,0,1
11,2,3,4,6,0,0,3.277613436819116,1.0,1,1,379,1826,0
12,2,3,5,6,0,0,3.2516291673878226,1.0,2,1,1326,0,0
16,0,3,5,8,0,1,3.452819531114783,0.0,0,0,100,5114,1
10,0,2,3,5,1,0,2.9219280948873623,0.0,0,0,27,0,1
14,2,4,5,4,4,0,3.521640636343318,1.0,1,0,33,1096,0
9,2,2,4,4,0,0,2.641604168,1.0,1,1,79,2557,0
9,2,2,2,6,0,0,2.94770277922009,1.0,1,1,255,2191,0
13,0,2,2,9,0,0,3.238901256602631,0.0,1,0,350,365,0
11,0,2,3,7,0,0,3.095795255000934,0.0,0,0,27,0,1
12,4,2,5,6,0,0,3.022055209,0.966666667,1,7,789,10958,0
19,0,3,8,8,0,0,3.076103170996722,0.0,0,0,0,0,1
16,0,3,4,11,0,0,3.452819531114783,0.0,0,0,27,0,1
24,0,3,7,14,1,0,3.403107168362811,0.0,1,0,3,5479,1
22,2,4,9,12,0,0,3.447401505,1.0,1,4,0,0,1
11,0,3,3,7,0,0,3.277613437,0.0,1,0,0,0,1
13,0,3,3,7,2,0,3.39274741,0.0,1,0,0,0,1
14,2,4,5,8,0,0,3.521640636343318,1.0,1,0,3381,1096,0
17,2,4,5,11,0,0,3.7345216647797512,1.0,1,0,78,0,0
14,2,3,6,7,0,0,3.1820058147602133,1.0,1,1,1003,0,0
13,0,2,3,8,1,0,3.3927474104487847,0.0,0,0,0,0,1
24,0,4,8,14,0,0,3.8035088547976783,0.0,1,0,132,7305,1
11,0,2,3,7,0,0,3.277613436819116,0.0,0,0,0,0,1
16,0,3,5,10,0,0,3.202819531114783,0.0,0,0,0,0,1
12,2,3,4,6,0,0,3.2516291673878226,1.0,1,0,0,365,0
22,0,4,9,12,0,0,3.606936732175321,0.0,0,0,0,0,1
8,8,2,3,4,0,0,2.75,0.805761579,1,1,1416,10593,0
11,0,3,4,6,0,0,3.095795255,0.0,1,0,0,0,1
19,0,3,7,10,0,0,3.300559092390954,0.0,0,0,0,0,1
12,2,2,3,4,4,0,3.2516291673878226,1.0,1,0,7,1461,0
13,3,4,5,6,0,1,3.546593564294939,0.9662393162393162,1,1,1725,5479,0
20,4,4,8,11,0,0,3.584183719779189,0.9444444444444444,1,1,281,730,0
15,6,4,6,7,0,0,3.373557262275185,0.8391935483870967,2,1,7168,11643,0
8,8,3,3,4,0,0,3.0,0.5773072386849478,1,2,1597,14244,0
21,2,3,8,11,0,0,3.27280432733462,0.0,0,1,0,365,1
10,4,2,2,6,0,1,3.321928094887362,0.6583931179482242,1,5,0,4383,0
28,4,4,12,14,0,0,3.682005815,0.701122058,1,1,833,1096,1
18,0,4,7,10,0,0,3.683542362,0.0,1,0,0,0,1
9,3,2,3,5,0,0,2.94770277922009,0.9444444444444444,1,1,493,4018,0
11,2,4,5,5,0,0,3.277613436819116,1.0,1,1,521,10226,1
11,0,3,3,7,0,0,3.459431619,0.0,1,0,0,0,1
8,4,2,2,5,0,0,2.75,0.9666666666666668,1,1,5292,11689,0
20,3,5,9,10,0,0,3.684183719779189,0.9444444444444444,1,0,0,1095,0
15,0,4,5,9,0,0,3.373557262,0.0,1,0,0,0,1
13,13,3,6,6,0,0,3.180832987205441,0.9205334987593056,0,0,0,4383,0
14,2,3,5,8,0,0,3.235926351,1.0,1,7,0,8401,0
19,6,4,7,11,0,0,3.471354487,0.842724014,1,2,2565,10957,0
16,0,3,4,10,0,1,3.5,0.0,0,0,27,0,1
8,2,2,2,5,0,0,2.5,1.0,1,2,4053,12055,0
16,3,3,5,8,0,1,3.5,0.9476923076923076,1,1,0,5114,1
12,0,3,4,6,0,0,3.084962501,0.0,0,0,0,2192,1
10,4,2,3,6,0,0,2.9219280948873623,0.6818335018537244,1,5,0,9131,0
10,3,2,2,7,0,0,3.121928095,0.933333333,1,0,0,4383,0
13,2,2,3,9,0,0,2.931208948910323,1.0,1,1,0,0,0
9,3,2,3,5,0,0,2.94770277922009,0.9499999999999998,1,5,1556,6209,0
15,2,2,3,11,0,0,3.506890596,1.0,1,5,533,4748,0
10,0,2,2,7,0,0,3.321928095,0.0,1,0,0,0,1
11,3,3,3,7,0,0,3.095795255000934,0.9444444444444444,1,1,640,5113,1
17,0,3,6,9,0,1,3.3371753411230767,0.0,0,0,0,0,1
8,12,3,3,4,0,0,3.0,0.587609845,1,2,1601,14244,0
14,2,4,4,8,0,1,3.521640636,1.0,1,1,896,8401,1
8,2,2,2,5,0,0,2.75,1.0,1,1,0,11102,0
13,4,3,3,8,0,0,3.238901257,0.6818756,2,4,847,10227,0
10,2,2,3,6,0,0,3.1219280948873624,1.0,1,1,0,6940,0
19,2,5,8,10,0,0,3.471354487013929,1.0,1,0,0,9131,1
8,2,2,3,3,1,0,2.75,1.0,1,0,9915,730,0
10,4,5,5,4,0,0,3.321928094887362,0.8276920645341698,1,4,1087,9862,0
13,4,3,5,7,0,0,3.026986833,0.947368421,1,5,1633,12052,0
8,4,2,3,4,0,0,2.75,0.6906201015402229,0,1,50,8034,0
19,0,3,5,12,0,0,3.536886724,0.0,1,0,51,3287,1
18,0,4,7,8,1,0,3.4613201402110083,0.0,0,0,0,0,1
10,4,2,5,4,0,0,2.521928095,0.650985711,1,5,1404,9131,0
15,2,4,6,8,0,0,3.272905595320056,1.0,1,0,390,1461,0
18,0,3,5,11,0,0,3.725480556997868,0.0,0,0,27,2557,1
19,0,4,6,10,0,0,3.431623565847431,0.0,0,0,27,3287,1
22,4,4,7,13,0,0,3.663532754804255,0.9411764705882352,1,1,0,2191,0
14,2,3,6,7,0,0,3.0930692077718898,1.0,1,7,5,6209,1
11,5,4,4,6,0,0,3.277613437,0.944444444,1,7,2796,6209,0
12,2,2,5,6,0,0,2.8553885422075336,1.0,1,1,2340,731,0
14,2,4,7,6,0,0,3.1820058147602133,1.0,1,0,878,1461,0
20,0,5,8,8,3,0,3.68418372,0.0,1,0,0,0,1
11,0,4,4,6,0,0,3.277613436819116,0.0,0,0,0,0,1
16,2,2,4,11,0,0,3.452819531114783,0.0,0,0,0,4018,0
9,5,1,1,7,0,0,2.94770277922009,0.7283467741935482,0,0,0,4383,0
16,0,5,6,9,0,0,3.625,0.0,0,0,0,0,1
17,2,5,7,9,0,0,3.690116517593665,1.0,1,10,619,8035,0
9,2,1,2,6,0,0,2.4193819456463714,1.0,1,2,401,0,1
12,2,3,5,5,0,1,3.188721875540867,1.0,1,0,1234,731,0
10,4,3,3,6,0,0,3.321928094887362,0.6663296258847321,1,5,9216,10957,0
13,0,3,3,9,0,0,3.546593564,0.0,1,0,0,0,1
21,0,5,8,10,0,1,3.784941827,0.0,1,0,0,0,1
16,0,2,2,7,5,0,3.875,0.0,1,0,1565,6940,1
18,4,2,5,11,0,1,3.30827083453526,0.7510582010582011,1,2,3220,4383,1
44,0,5,9,16,11,1,4.234064642253351,0.0,1,0,96,0,1
7,6,1,1,5,0,0,2.521640636343318,0.857204301075269,1,4,0,10215,0
17,0,4,7,8,0,0,3.337175341,0.0,1,0,0,0,1
14,2,4,7,6,0,0,3.3248629576173565,1.0,1,0,181,1096,0
22,0,3,7,14,0,0,3.2953570516174424,0.0,0,0,0,0,1
11,0,4,5,5,0,0,3.277613436819116,0.0,0,0,0,0,1
8,3,2,2,5,0,0,3.0,0.9476923076923076,1,2,0,9862,0
11,0,2,3,7,0,0,3.095795255,0.0,1,0,0,0,1
14,0,3,6,7,0,0,3.09306920777189,0.0,0,0,27,0,1
16,0,2,4,10,0,0,3.452819531114783,0.0,1,0,505,10956,1
10,4,3,4,5,0,0,2.9219280948873623,0.9333333333333336,1,2,56,9862,0
15,0,4,7,7,0,0,3.373557262275185,0.0,0,0,0,0,1
14,2,3,3,7,3,0,3.807354922057604,1.0,1,1,3205,0,0
17,2,2,4,12,0,0,3.3371753411230767,1.0,1,1,951,9496,0
9,2,2,3,5,0,0,2.725480556997868,1.0,1,1,603,0,1
15,0,4,5,9,0,0,3.506890595608519,0.0,0,0,0,365,1
11,0,4,4,6,0,0,3.277613437,0.0,1,0,0,0,1
9,4,3,4,4,0,0,2.725480556997868,0.6894019398569449,1,5,899,6940,0
29,0,5,11,15,0,2,3.909368064,0.0,1,0,0,0,1
15,0,3,4,10,0,0,3.323231428797621,0.0,0,0,27,0,1
17,0,2,4,9,3,0,3.528064311584049,0.0,0,0,0,0,1
16,5,4,6,9,0,0,3.452819531114783,0.9333333333333332,1,1,456,730,0
13,0,4,5,6,0,0,3.238901256602631,0.0,0,0,0,8401,1
17,2,2,5,11,0,0,3.572469458770135,1.0,1,2,754,1096,0
10,2,1,1,5,3,0,2.9219280948873623,1.0,1,0,1698,365,0
20,0,3,6,11,0,2,3.3841837197791893,0.0,0,0,0,0,1
4,4,1,1,2,0,0,2.0,0.9666666666666668,1,0,298,5844,0
11,0,3,3,7,0,0,3.277613437,0.0,1,0,0,0,1
13,4,3,5,7,0,0,2.968918564,0.884057971,1,5,6154,4383,0
16,0,1,1,6,7,0,3.452819531114783,0.0,1,0,0,6209,1
11,5,1,3,7,0,0,2.8453509366224368,0.9375,0,0,0,6940,0
10,2,3,4,5,0,0,2.9219280948873623,1.0,1,0,916,0,0
17,4,3,6,9,0,0,3.4548223999466057,0.681857041209923,0,1,0,7670,0
9,2,2,4,2,2,0,2.6416041678685938,1.0,1,0,51,1095,0
9,0,2,2,6,0,0,2.725480556997868,0.0,0,0,0,0,1
11,4,3,4,6,0,0,3.095795255000934,0.831439393939394,1,4,536,10591,0
11,6,3,3,7,0,0,3.277613436819116,0.8557338086749852,1,10,2531,8766,0
16,0,3,4,11,0,0,3.75,0.0,0,0,0,0,1
15,3,4,7,6,0,0,3.1898980954642875,0.7340686274509803,1,1,0,0,0
11,4,2,4,6,0,0,2.8453509366224368,0.6823626023828249,1,5,10,7305,0
10,0,2,3,6,0,0,2.9219280948873623,0.0,0,0,0,0,1
10,2,3,3,6,0,0,2.9219280948873623,1.0,1,5,554,731,0
5,6,1,1,3,0,0,1.9219280948873625,0.6662380149192294,1,6,58,10609,0
12,0,3,4,7,0,0,3.251629167,0.0,1,0,0,0,1
37,0,4,12,18,3,2,4.026360459931184,0.0,0,0,27,0,1
13,4,4,5,7,0,0,3.3927474104487847,0.923076923076923,1,2,0,3653,1
13,2,3,5,7,0,0,3.238901256602631,1.0,1,3,541,731,0
20,2,3,7,12,0,0,3.384183719779189,1.0,1,5,1095,4383,1
16,0,4,6,8,0,0,3.202819531114783,0.0,0,0,41,0,1
11,0,2,3,6,0,0,2.913977073182752,0.0,0,0,0,0,0
9,0,1,1,7,0,0,2.94770277922009,0.0,0,0,27,0,1
28,0,3,10,15,0,1,3.553090083530327,0.0,0,0,27,0,1
27,0,4,8,11,4,3,3.884155094595804,0.0,0,0,0,0,1
11,2,3,3,7,0,0,3.095795255000934,1.0,1,1,66,9931,1
20,2,4,6,13,0,0,3.784183719779189,1.0,1,2,0,2192,0
23,2,3,10,11,0,0,3.4144413036949723,1.0,1,2,407,5113,0
22,0,5,11,9,0,0,3.413088436425757,0.0,1,0,0,0,1
13,4,1,1,11,0,0,3.085055102756477,0.6963037860914505,1,5,0,7305,0
18,0,3,6,10,0,0,3.058813890331201,0.0,0,0,0,6575,1
10,2,3,4,5,0,0,2.9219280948873623,0.0,0,2,0,7670,0
27,0,3,8,17,0,0,3.207686112873937,0.0,0,0,504,9131,1
14,3,2,2,10,0,0,3.235926350629033,0.923076923076923,1,1,0,5479,0
16,2,4,6,9,0,0,3.2806390622295662,1.0,1,5,2569,2192,0
16,2,3,7,8,0,0,3.25,1.0,2,0,283,731,0
