length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time,label
11,2,3,4,6,0,0,3.095795255,1.0,1,1,1774,1096,1
11,2,4,6,4,0,0,3.095795255000934,1.0,1,5,1378,10227,0
18,0,5,8,9,0,0,3.4193819456463714,0.0,0,0,27,365,1
11,2,3,3,7,0,0,3.277613437,1.0,1,1,389,7670,1
15,0,3,3,9,0,1,3.189898095,0.0,1,0,0,0,1
21,2,4,8,12,0,0,3.7849418274376423,1.0,1,2,290,1826,0
9,3,2,2,6,0,0,2.6416041678685938,0.9411764705882352,1,1,57,1096,1
24,0,4,8,14,0,0,3.605388542,0.0,1,0,0,0,1
17,0,4,7,9,0,0,3.337175341123076,0.0,0,0,0,0,1
15,4,3,3,11,0,0,3.456564762,0.933333333,1,1,803,5479,0
17,2,4,6,10,0,0,3.4992275471326924,1.0,1,2,0,6575,0
26,2,5,11,14,0,0,3.844106545,1.0,1,5,578,4748,1
18,0,5,7,10,0,0,3.5724312513221195,0.0,0,0,0,4748,1
18,0,4,6,11,0,0,3.725480557,0.0,1,0,0,0,1
16,0,1,1,6,7,0,3.875,0.0,1,0,0,6209,1
25,0,4,11,13,0,0,3.7834651896016473,0.0,0,0,0,0,1
17,0,3,4,11,0,0,3.454822399946607,0.0,0,0,27,365,1
10,2,3,3,6,0,0,3.1219280948873624,1.0,1,1,558,0,0
12,0,2,3,7,0,1,3.084962500721156,0.0,0,0,0,0,1
15,4,4,5,9,0,0,3.456564762,0.666674156,1,5,2497,9862,0
9,6,3,4,4,0,0,2.947702779,0.833870968,1,1,2463,10882,0
12,0,3,4,7,0,0,3.022055209,0.0,1,0,0,0,1
12,0,2,3,8,0,0,3.2516291673878226,0.0,0,0,27,0,1
20,0,4,7,12,0,0,3.7841837197791888,0.0,0,0,27,0,1
11,2,4,5,5,0,0,3.277613436819116,1.0,1,1,0,365,0
13,2,2,4,8,0,0,3.3927474104487847,1.0,1,0,0,731,1
12,24,3,5,6,0,0,3.188721876,0.808098396,0,2,0,5844,0
11,2,3,3,7,0,0,3.095795255000934,0.0,0,5,0,2192,1
22,0,2,2,10,6,1,3.788754913993503,0.0,1,0,44,6209,1
16,0,3,4,11,0,0,3.452819531114783,0.0,0,0,27,0,1
15,8,1,5,9,0,0,2.8159220638351665,0.7768390448504208,1,0,0,8400,0
9,2,2,2,6,0,0,2.947702779,0.0,0,0,0,6574,0
8,2,2,2,5,0,0,2.75,1.0,1,5,17,10539,0
13,2,2,4,8,0,0,3.238901256602631,1.0,1,3,0,9861,0
11,0,2,2,8,0,0,3.459431619,0.0,1,0,0,0,1
17,0,3,5,10,0,0,3.4104172527605194,0.0,0,0,0,0,1
13,0,3,5,7,0,0,3.3927474104487847,0.0,0,0,0,0,1
27,4,4,12,14,0,0,3.531941205546658,0.9621794871794872,1,1,976,0,0
18,2,4,5,10,1,0,3.725480556997868,1.0,1,1,40,2557,1
7,6,2,2,4,0,0,2.807354922057604,0.8385573476702508,1,4,0,9181,0
14,0,3,3,9,0,0,3.378783493486176,0.0,0,0,0,0,1
12,4,3,3,8,0,0,3.584962501,0.858333333,1,2,0,6575,0
10,4,3,4,5,0,0,2.921928095,0.933333333,1,2,0,9862,0
18,0,4,8,8,0,0,3.350209029099897,0.0,0,0,0,6209,1
18,0,3,5,11,0,0,3.197159723424149,0.0,0,0,491,0,1
15,0,3,6,8,0,0,3.323231428797621,0.0,0,0,0,365,0
8,3,3,3,4,0,0,3.0,0.9476923076923076,1,1,1399,7305,0
18,3,3,5,12,0,0,3.5724312513221195,0.9476923076923076,1,1,1578,6210,0
18,0,4,7,9,0,0,3.4613201402110083,0.0,0,0,0,0,1
11,0,4,5,5,0,0,3.095795255,0.0,1,0,0,0,1
13,2,3,4,8,0,0,3.180832987205441,1.0,1,0,326,1096,0
17,2,4,6,9,0,0,3.2927701939369904,1.0,1,1,2719,11142,0
17,0,5,6,10,0,0,3.6901165175936654,0.0,0,0,27,0,1
12,2,3,3,8,0,0,3.418295834054489,0.0,0,0,0,2557,0
10,5,2,3,6,0,0,2.9219280948873623,0.9333333333333332,1,1,1009,734,0
13,6,4,4,7,0,0,3.5465935642949384,0.9473684210526316,1,1,0,0,0
14,2,4,5,8,0,0,3.378783493486176,1.0,1,0,378,365,0
9,3,3,3,5,0,0,3.169925001442312,0.9615384615384616,1,5,46,0,1
9,6,2,3,5,0,0,2.947702779,0.829704301,1,1,1117,12037,0
15,2,3,5,9,0,0,3.240223928941852,1.0,1,4,175,7305,1
12,4,1,3,7,0,1,3.0220552088742,0.9411764705882354,0,0,0,4383,0
16,0,5,5,9,0,0,3.5,0.0,0,0,27,6209,1
15,2,3,5,9,0,0,3.323231428797621,1.0,1,0,0,6940,0
25,2,4,8,15,0,1,3.653660689688186,1.0,1,0,2784,365,0
14,0,3,4,9,0,0,3.235926350629033,0.0,0,0,0,0,1
11,2,3,3,6,0,0,3.095795255,1.0,1,1,4635,8766,0
19,0,2,4,11,2,0,3.616348566075165,0.0,0,0,0,6574,1
18,0,3,6,9,0,2,3.4193819456463714,0.0,0,0,0,0,1
16,0,3,4,11,0,0,3.5,0.0,0,0,0,0,1
22,0,4,8,13,0,0,3.516027641,0.0,1,0,0,1461,1
11,0,2,3,7,0,0,3.277613437,0.0,1,0,0,0,1
10,2,3,3,6,0,0,3.321928094887362,1.0,1,5,1115,8036,0
16,4,1,3,11,0,1,3.327819531114783,0.9285714285714288,0,0,0,14245,0
12,2,3,5,6,0,0,3.2516291673878226,1.0,1,1,0,0,0
12,0,3,4,7,0,0,3.2516291673878226,0.0,0,0,0,0,1
12,8,3,4,7,0,0,3.084962501,0.915178571,0,0,0,4383,0
15,4,4,5,8,0,0,3.640223928941852,0.6816994192182236,1,5,0,10954,0
9,2,3,4,3,1,0,2.94770277922009,1.0,1,1,0,5114,1
12,4,2,2,9,0,0,3.4182958340544896,0.6902755709631343,1,0,0,2922,0
15,0,3,5,9,0,0,3.240223928941852,0.0,0,0,0,0,1
14,0,4,6,7,0,0,3.521640636343318,0.0,0,0,0,0,1
7,3,2,2,4,0,0,2.807354922,0.944444444,0,0,0,7673,0
11,0,2,3,7,0,0,3.095795255000934,0.0,0,0,0,0,1
14,2,4,4,9,0,0,3.521640636343318,1.0,1,1,0,0,0
15,2,3,5,9,0,0,3.240223928941852,1.0,1,1,1137,5113,0
8,0,3,4,3,0,0,2.75,0.0,1,0,0,0,1
12,4,3,4,7,0,0,3.251629167,0.711646631,1,5,0,6942,0
12,3,3,5,6,0,0,3.2516291673878226,0.8166666666666668,1,1,704,0,0
17,4,4,4,11,0,0,3.7345216647797512,0.8749183006535949,1,1,23,1096,0
11,0,5,5,5,0,0,3.277613437,0.0,1,0,0,0,1
6,4,1,1,4,0,0,2.584962500721156,0.9444444444444444,2,2,177,15707,0
12,2,4,5,6,0,0,3.2516291673878226,1.0,1,2,45,1096,1
11,2,2,4,6,0,0,2.913977073,1.0,0,0,49,8766,0
22,2,3,6,15,0,0,3.390805482076982,1.0,1,0,87,9496,1
12,2,4,5,6,0,0,3.4182958340544896,1.0,1,1,0,1096,0
12,0,3,4,7,0,0,3.251629167,0.0,1,0,0,0,1
19,0,4,7,11,0,0,3.300559092390953,0.0,0,0,27,2231,1
18,2,3,5,10,1,1,3.530493056757482,1.0,1,5,543,365,0
21,0,5,8,12,0,0,3.748994804,0.0,1,0,0,0,1
13,2,4,5,7,0,0,3.238901256602631,1.0,1,1,20,5114,1
10,2,3,3,6,0,0,3.1219280948873624,1.0,1,5,276,0,0
15,2,3,5,9,0,0,3.1898980954642875,1.0,1,3,44,1461,0
19,0,3,6,12,0,0,3.286629486786196,0.0,0,0,0,0,1
15,2,3,4,9,0,0,3.373557262275185,1.0,1,1,0,6208,1
19,0,1,5,11,1,0,3.070847094,0.0,1,0,51,3287,1
14,8,2,4,9,0,0,3.235926350629033,0.580827067669173,1,5,0,9495,0
16,2,4,5,9,0,1,3.625,1.0,1,3,879,0,0
14,2,3,5,8,0,0,3.1820058147602133,1.0,1,1,8145,1096,1
14,0,3,5,7,0,0,3.0930692077718898,0.0,0,0,0,0,1
11,2,3,4,6,0,0,3.095795255000934,0.0,0,0,0,365,1
20,0,2,5,14,0,0,3.3841837197791893,0.0,0,0,0,0,1
14,0,2,2,9,1,1,3.378783493486176,0.0,0,0,0,0,1
9,6,3,4,4,0,0,2.947702779,0.825403226,1,2,0,14425,0
14,2,3,5,8,0,0,3.09306920777189,1.0,1,6,355,4748,1
8,2,4,4,3,0,0,3.0,1.0,2,1,1594,10934,0
20,2,4,8,11,0,0,3.303701696,1.0,1,0,0,730,1
20,2,4,7,11,1,0,3.784183719779189,1.0,1,0,0,0,0
10,10,3,4,5,0,0,2.9219280948873623,0.6054429492981871,1,2,465,11627,0
33,0,4,10,18,3,0,3.899714195,0.0,0,0,0,4748,1
15,0,3,6,7,0,1,3.3232314287976203,0.0,0,0,27,0,1
10,2,3,3,6,0,0,3.321928095,1.0,1,1,263,1096,1
17,2,3,7,9,0,0,3.381580488309163,1.0,1,0,732,1461,1
14,0,2,2,7,4,0,3.521640636343318,0.0,0,0,0,0,1
21,0,4,8,12,0,0,3.499227541723357,0.0,0,0,0,0,1
12,2,3,4,7,0,0,3.2516291673878226,1.0,1,1,157,5479,0
14,2,3,4,9,0,0,3.235926350629033,1.0,1,5,1241,1096,0
13,4,2,4,7,0,1,3.085055102756477,0.6567946623093682,1,10,21,4383,1
18,0,4,7,8,1,0,3.5032583347756456,0.0,0,0,0,0,1
17,0,3,5,11,0,0,3.4104172527605194,0.0,0,0,0,365,0
9,4,2,3,5,0,0,2.725480557,0.713832598,0,5,398,7305,0
14,2,3,4,9,0,0,3.664497779200461,1.0,1,2,930,0,0
4,4,1,1,2,0,0,2.0,0.933333333,1,0,30,5843,0
15,6,3,5,9,0,0,3.240223929,0.95,1,4,1388,9131,0
17,5,3,5,10,0,0,3.263933429485633,0.8269892473118279,1,2,0,10226,0
15,0,3,4,8,0,2,3.240223928941852,0.0,0,0,27,0,1
49,0,4,11,16,12,6,4.185340456006887,0.0,1,0,1499,7821,1
15,2,3,5,8,0,0,3.1898980954642875,1.0,1,2,143,0,0
12,2,4,4,7,0,0,3.584962500721156,1.0,1,0,0,365,1
23,0,4,11,11,0,0,3.621175542919472,0.0,0,0,27,0,1
23,0,5,10,12,0,0,3.708132064658601,0.0,0,0,0,0,1
12,0,2,3,8,0,0,3.2516291673878226,0.0,0,0,0,365,0
26,7,5,13,12,0,0,3.276610871654405,0.8169443215882843,1,2,0,0,0
20,0,4,6,13,0,0,4.021928095,0.0,1,0,0,0,1
15,2,3,3,10,1,0,3.906890595608519,1.0,1,0,719,365,0
13,2,3,5,7,0,0,3.238901256602631,1.0,1,1,241,6575,1
9,4,1,1,7,0,0,2.94770277922009,0.9333333333333336,0,0,0,6575,0
10,0,2,2,7,0,0,3.121928095,0.0,1,0,0,0,1
7,3,1,4,2,0,0,1.6644977792004612,0.9375,1,0,38,0,1
16,0,4,6,9,0,0,3.702819531114783,0.0,0,0,0,0,1
31,0,5,7,16,6,0,4.180002761999778,0.0,0,0,0,3652,1
11,4,4,4,6,0,0,3.459431618637298,0.7134920634920635,1,2,0,5844,0
12,2,4,6,5,0,0,3.2516291673878226,1.0,2,1,0,2191,0
19,0,4,9,9,0,0,3.431623565847431,0.0,0,0,0,0,1
12,0,2,2,9,0,0,3.022055209,0.0,1,0,0,0,1
16,4,4,6,9,0,0,3.625,0.666674156,0,0,0,2557,0
20,0,3,5,9,4,0,3.821928094887362,0.0,0,0,27,0,1
19,2,4,5,11,2,0,3.932138039759375,1.0,1,5,0,365,0
15,0,2,4,8,1,0,3.373557262275185,0.0,0,0,0,0,1
11,2,2,4,5,0,0,2.6635327548042547,1.0,1,1,0,9495,0
8,0,1,1,6,0,0,3.0,0.0,0,0,0,0,1
15,4,3,6,7,0,0,3.056564762,0.674081564,1,1,3396,4515,0
16,2,4,4,11,0,0,3.75,1.0,1,1,547,9130,0
25,0,4,8,15,1,0,3.5590795706241747,0.0,0,0,0,0,1
21,0,4,5,14,0,0,3.916126946588284,0.0,1,0,0,0,1
21,0,3,6,11,3,0,3.6897037321995474,0.0,0,0,0,0,1
16,2,4,6,9,0,0,3.327819531114783,1.0,1,5,0,4383,0
14,6,3,4,9,0,0,3.235926350629033,0.8257885304659498,1,8,0,12785,0
31,0,5,7,15,7,0,4.244518891032037,0.0,0,0,0,3652,1
10,2,2,2,3,4,0,3.1219280948873624,1.0,1,0,347,730,0
15,4,5,6,8,0,0,3.773557262,0.966666667,1,5,0,9861,0
9,4,1,1,7,0,0,2.947702779,0.944444444,1,0,175,9862,0
7,7,1,1,2,3,0,2.807354922,0.668977848,1,4,20,10956,0
13,2,4,5,6,1,0,3.3927474104487847,1.0,1,0,723,365,0
19,0,5,7,11,0,0,3.787143960698139,0.0,0,0,0,0,1
11,2,2,3,7,0,0,2.913977073182752,1.0,1,1,0,6089,1
22,2,4,7,12,0,2,3.823067982273661,1.0,1,0,342,0,0
16,0,4,6,9,0,0,3.327819531114783,0.0,0,0,0,0,1
20,0,4,7,12,0,0,3.58418372,0.0,1,0,0,0,1
10,2,4,4,5,0,0,3.1219280948873624,1.0,1,1,482,3653,1
11,2,3,3,6,0,1,3.277613436819116,1.0,1,0,0,7670,0
15,0,2,6,6,1,0,2.973557262,0.0,0,0,49,10226,1
10,0,3,3,6,0,0,3.121928095,0.0,1,0,0,0,1
10,4,5,5,4,0,0,3.321928095,0.827692065,1,4,0,9862,0
9,2,1,1,5,2,0,2.725480556997868,1.0,1,0,0,365,0
13,0,4,4,7,0,0,3.238901256602631,0.0,1,0,72,0,1
16,2,3,5,6,4,0,3.577819531114783,1.0,1,0,670,365,0
14,4,3,5,8,0,0,3.235926350629033,0.6965108254289246,1,0,1064,10957,0
18,2,4,6,10,0,0,3.4613201402110083,1.0,1,1,0,7671,1
12,0,3,3,4,4,0,3.584962500721156,0.0,0,0,0,0,1
14,0,5,6,7,0,0,3.521640636343319,0.0,0,0,27,0,1
8,2,1,1,5,1,0,3.0,1.0,1,0,374,365,0
16,0,3,3,11,0,0,3.5,0.0,0,0,0,0,1
7,2,2,2,4,0,0,2.807354922,1.0,1,1,20,8875,1
13,2,2,4,8,0,0,3.180832987,1.0,1,1,2717,9497,0
10,0,3,3,6,0,0,3.321928094887362,0.0,0,0,0,0,1
12,4,4,4,7,0,0,3.4182958340544896,0.9615384615384616,1,1,477,365,0
22,0,4,7,14,0,0,3.8796640049025934,0.0,0,0,0,0,1
22,2,4,9,12,0,0,3.4428621651554665,1.0,1,1,0,6940,0
15,16,2,3,10,1,0,3.373557262,0.518791458,0,1,0,8766,0
23,0,3,10,12,0,0,3.120750543,0.0,1,0,0,0,1
9,0,2,2,6,0,0,3.169925001,0.0,1,0,0,0,1
20,0,3,8,11,0,0,3.4464393446710155,0.0,0,0,0,0,1
23,2,5,10,11,0,0,3.675310869,1.0,1,0,3,0,1
11,0,2,3,7,0,0,3.095795255000934,0.0,0,0,27,0,1
8,4,2,2,5,0,0,2.75,0.5300397563555458,1,1,0,2190,0
11,8,2,3,7,0,0,3.277613436819116,0.7137685843568199,1,2,4767,13148,0
7,3,1,1,5,0,0,2.521640636,0.662464986,1,2,352,5479,0
17,0,2,6,10,0,0,3.175123135,0.0,1,0,0,0,1
37,0,5,13,23,0,0,3.5840759200230683,0.0,0,0,0,0,1
9,2,2,2,6,0,0,3.169925001,1.0,1,0,0,6574,0
13,2,3,3,9,0,0,3.5465935642949384,1.0,1,4,0,1826,0
13,0,4,6,6,0,0,3.0269868333592878,0.0,0,0,0,0,1
13,2,3,5,7,0,0,3.180832987205441,1.0,1,1,282,7305,1
12,4,3,4,7,0,0,3.084962501,0.65942778,1,5,167,11687,0
11,0,1,1,8,0,0,3.095795255000934,0.0,0,0,0,4383,1
11,3,2,4,6,0,0,3.027169118,0.884057971,1,5,196,2922,0
11,2,1,1,8,1,0,3.027169118,0.0,0,0,0,2922,0
15,6,4,6,7,0,0,3.373557262,0.843360215,1,1,7874,11643,0
14,0,3,4,9,0,0,3.3248629576173565,0.0,0,0,0,0,1
11,2,3,4,6,0,0,3.095795255000934,0.0,0,3,0,365,0
16,0,4,6,8,0,0,3.5,0.0,0,0,0,0,1
12,8,2,4,6,0,0,3.084962500721156,0.818262721755369,1,1,938,0,0
15,4,2,5,9,0,0,3.056564762130954,0.961231920534246,1,1,1655,5114,1
8,2,2,2,5,0,0,2.75,1.0,1,2,0,10226,0
10,0,3,3,6,0,0,3.321928094887362,0.0,1,0,10,730,0
15,2,3,5,7,0,1,3.506890595608519,1.0,1,0,36,0,1
22,4,4,9,12,0,0,3.538310595615006,0.8421052631578948,1,1,1817,6574,1
13,3,4,5,7,0,0,3.238901256602631,0.9166666666666666,1,2,344,0,0
15,4,4,7,7,0,0,3.3232314287976203,0.6744260944463168,1,1,81,10596,0
9,4,3,3,5,0,0,3.169925001,0.928571429,1,1,0,14610,0
10,0,3,4,5,0,0,2.9219280948873623,0.0,0,0,0,0,1
15,0,2,4,10,0,0,3.189898095,0.0,1,0,0,0,1
19,0,3,6,12,0,0,3.5766176449086657,0.0,0,0,0,0,1
15,2,4,7,7,0,0,3.323231428797621,1.0,1,5,0,0,0
11,2,2,3,4,3,0,2.8453509366224368,1.0,1,0,23,365,0
16,0,4,7,8,0,0,3.375,0.0,0,0,0,0,1
11,4,2,4,6,0,0,3.027169118440619,0.6740580245130295,1,2,2298,10591,0
10,2,2,3,6,0,0,3.1219280948873624,1.0,1,5,920,5844,0
15,4,3,3,11,0,0,3.5068905956085183,0.9473684210526316,1,0,0,8035,0
28,2,4,9,17,0,0,3.6820058147602137,1.0,2,4,1123,3287,0
13,0,3,4,6,2,0,3.546593564294939,0.0,0,0,0,0,0
19,0,3,4,8,5,0,3.93213804,0.0,1,0,0,2920,1
12,2,3,4,6,0,1,3.2516291673878226,1.0,1,3,0,2557,1
11,6,2,3,7,0,0,2.663532755,0.864041219,1,0,0,10226,0
15,0,4,5,9,0,0,3.640223928941852,0.0,0,0,0,365,0
11,2,3,4,6,0,0,3.277613436819116,1.0,1,0,5,0,1
16,0,3,5,8,0,1,3.375,0.0,1,0,0,0,1
16,2,3,5,10,0,0,3.625,1.0,1,0,3,2557,1
8,8,2,3,4,0,0,2.75,0.91890841,0,0,0,9861,0
11,5,2,3,7,0,0,3.277613436819116,0.9473684210526316,1,6,0,8401,0
10,2,2,2,6,0,0,2.9219280948873623,1.0,1,1,58,0,0
12,1,4,4,7,0,0,3.2516291673878226,1.0,1,1,207,0,0
18,0,4,7,10,0,0,3.3082708345352603,0.0,0,0,0,0,1
24,4,4,8,15,0,0,3.886842188131012,0.9230769230769232,1,2,0,365,1
20,8,4,7,11,0,1,3.68418372,0.904761905,1,0,832,7305,0
11,0,2,3,7,0,0,2.913977073,0.0,1,0,0,0,1
5,7,1,1,2,1,0,2.321928095,0.754989905,1,2,507,10610,0
15,16,2,3,10,1,0,3.373557262275185,0.5202968975231151,0,1,0,8766,0
18,0,4,7,10,0,0,3.4613201402110083,0.0,0,0,0,0,1
14,2,4,7,6,0,0,3.3248629576173565,1.0,1,6,537,2556,0
15,0,3,7,7,0,0,3.139572261986723,0.0,0,0,0,0,1
15,0,3,7,7,0,0,2.973557262,0.0,1,0,0,0,1
7,0,2,3,3,0,0,2.5216406363433186,0.0,0,0,0,0,1
21,0,3,5,10,4,0,3.916126947,0.0,1,0,739,6940,1
15,2,3,4,9,0,1,3.323231428797621,1.0,1,2,2619,0,1
12,2,3,4,7,0,0,3.084962501,1.0,1,3,2151,2192,0
19,2,4,8,10,0,0,3.431623566,1.0,1,4,0,6209,0
23,0,4,8,12,0,1,3.729446194905256,0.0,0,0,504,9496,1
22,0,4,9,11,0,1,3.368522528,0.0,1,0,0,365,1
22,2,4,4,16,0,0,3.823067982,1.0,1,1,40,2557,1
11,0,2,2,8,0,0,3.277613437,0.0,1,0,0,0,1
12,4,2,3,8,0,0,3.084962500721156,0.9444444444444444,2,0,1209,9131,0
10,0,1,3,5,0,0,2.246439344671016,0.0,1,0,0,0,1
12,2,3,5,6,0,0,3.022055209,1.0,1,1,14,9132,0
17,0,4,5,11,0,0,3.85216872360328,0.0,0,0,0,0,1
11,2,4,4,5,0,1,3.459431618637298,1.0,1,2,28,1461,1
11,4,2,4,6,0,0,3.027169118440619,0.9444444444444444,0,0,0,6574,0
10,4,3,4,5,0,0,3.121928094887362,0.6740815638692282,0,0,0,0,0
30,0,3,5,15,5,1,4.081727678869736,0.0,1,0,0,6209,1
7,0,3,3,3,0,0,2.128085278891394,0.0,0,0,27,0,1
21,3,4,7,12,0,1,3.594465636961452,0.9090909090909092,1,3,599,5114,1
9,6,3,3,5,0,0,2.94770277922009,0.8567473118279569,1,2,1272,10225,0
9,4,2,2,5,1,0,3.169925001,0.726805977,1,0,1,4748,0
15,0,3,3,10,0,0,3.323231429,0.0,1,0,0,0,1
10,2,3,3,6,0,0,3.121928095,1.0,1,1,420,10957,0
10,2,2,2,7,0,0,3.1219280948873624,1.0,1,3,2464,2191,0
6,4,1,1,4,0,0,2.2516291673878226,0.9090909090909092,2,3,515,14328,0
23,0,2,3,6,9,3,3.7622673906514943,0.0,1,0,0,0,1
13,2,4,4,7,1,0,3.546593564294939,1.0,1,5,584,365,0
17,0,5,6,9,0,0,3.734521665,0.0,1,0,0,0,1
10,0,1,1,8,0,0,2.9219280948873623,0.0,0,0,27,0,1
15,2,4,7,6,0,0,3.189898095,1.0,1,0,0,1826,0
13,4,3,3,8,0,1,3.39274741,0.933333333,0,1,0,5479,0
13,4,2,4,7,0,0,3.026986833,0.933333333,1,1,310,8895,0
11,4,3,3,7,0,0,3.459431618637298,0.7394497251396532,1,5,86,9862,0
12,0,1,1,7,3,0,3.4182958340544896,0.0,0,0,0,730,0
13,0,3,3,8,0,1,3.700439718,0.0,1,0,0,0,1
18,4,5,6,11,0,0,3.683542362433231,0.6296296296296297,1,10,409,7670,1
11,0,2,3,7,0,0,3.095795255000934,0.0,0,0,0,0,1
9,3,1,1,7,0,0,2.94770277922009,0.9249762583095916,1,4,0,8401,0
12,0,3,3,6,2,0,3.2516291673878226,0.0,0,0,0,0,1
16,2,4,4,10,0,0,3.5,1.0,1,7,0,7305,0
9,6,2,3,4,0,0,2.503258335,0.553299028,1,1,523,0,0
19,0,3,4,12,0,0,3.6421498816369033,0.0,1,2,0,0,1
8,2,4,4,3,0,0,3.0,1.0,1,1,0,6940,0
13,2,3,5,7,0,0,3.180832987205441,1.0,1,1,785,0,0
15,4,3,6,8,0,0,2.7068905956085185,0.6589643162505626,0,5,0,4383,0
9,6,1,4,4,0,0,2.05881389,0.688840789,1,1,75,8360,0
19,0,4,7,11,0,0,3.431623565847431,0.0,0,0,0,0,1
18,3,5,8,9,0,0,3.614369445886757,0.4567799070847851,0,7,0,0,0
13,2,3,3,9,0,0,3.3927474104487847,1.0,1,1,2576,3653,0
31,0,5,9,15,5,0,3.9621031651557943,0.0,0,0,0,3652,1
29,0,3,6,17,3,0,3.857306856898128,0.0,0,0,0,7670,1
12,3,2,5,6,0,0,2.918295834,0.947368421,1,5,0,15438,0
15,3,3,4,9,0,0,3.640223928941852,0.9583333333333334,1,1,337,8766,0
15,2,4,4,10,0,0,3.640223928941852,1.0,1,1,2874,0,0
10,4,1,1,7,0,1,2.9219280948873623,0.6591067884293365,0,0,0,3653,0
21,4,4,8,12,0,0,3.630412660873998,0.9333333333333336,1,1,309,8400,0
8,4,1,1,5,1,0,3.0,0.9333333333333336,0,0,0,6574,0
12,0,4,6,5,0,0,3.2516291673878226,0.0,0,0,0,0,1
10,6,4,4,5,0,0,2.9219280948873623,0.8601612903225805,0,0,0,0,0
14,0,3,3,10,0,0,3.521640636343319,0.0,0,0,27,0,1
14,0,2,5,8,0,0,3.039148672,0.0,1,0,0,0,1
15,0,2,5,9,0,0,3.056564762,0.0,1,0,0,0,1
16,0,4,6,8,0,1,3.577819531,0.0,1,0,0,0,1
15,0,4,6,8,0,0,3.240223928941852,0.0,0,0,0,0,1
12,4,2,3,8,0,0,3.2516291673878226,0.6817156390018854,1,5,1379,11688,0
14,0,3,6,7,0,0,3.182005815,0.0,1,0,0,0,1
13,2,3,5,6,0,1,3.334679141,1.0,1,0,0,8035,1
11,4,3,4,6,0,0,2.913977073182752,0.831439393939394,1,4,630,11322,0
16,0,3,5,10,0,0,3.202819531114783,0.0,0,0,27,0,1
16,0,4,7,8,0,0,3.327819531114783,0.0,0,0,0,0,1
20,2,4,9,10,0,0,3.4219280948873627,1.0,1,9,15104,0,0
7,4,2,2,4,0,0,2.807354922057604,0.7270689708000123,1,5,2190,2931,0
37,0,5,16,18,0,1,3.8074451769552415,0.0,0,0,1253,7305,1
22,0,4,7,14,0,0,3.697845823084412,0.0,0,0,27,0,1
14,2,3,4,8,0,1,3.521640636343318,1.0,1,0,1624,365,1
18,2,4,8,9,0,0,3.4613201402110083,1.0,1,0,4699,1826,0
13,0,3,4,7,0,0,3.085055103,0.0,0,0,0,2192,1
10,0,2,3,5,0,1,2.646439345,0.0,1,0,0,0,1
14,0,4,5,8,0,0,3.3248629576173565,0.0,0,0,0,0,1
8,4,3,3,4,0,0,3.0,0.8313030638612035,1,1,350,11322,0
22,2,3,8,13,0,0,3.356492413796824,1.0,1,0,469,5478,1
18,0,0,0,0,14,1,3.086048612313038,0.0,0,0,0,6209,1
9,2,3,4,4,0,0,2.94770277922009,1.0,1,0,3,0,1
11,9,2,2,8,0,0,3.277613437,0.9375,1,1,112,5844,0
12,2,3,5,6,0,0,3.084962500721156,1.0,2,2,413,1096,0
31,0,5,7,16,6,0,4.180002761999778,0.0,0,0,0,3652,1
17,0,3,6,9,0,0,3.263933429485633,0.0,0,0,0,0,1
7,8,2,3,3,0,0,2.521640636,0.579291366,1,2,1652,0,0
25,0,3,4,10,8,1,4.243856189774723,0.0,0,0,27,6940,1
12,2,2,4,7,0,0,3.084962500721156,1.0,1,5,231,7304,0
11,3,4,4,6,0,0,3.4594316186372973,0.9375,1,1,802,0,0
29,0,5,10,17,0,0,4.0993603054724,0.0,1,0,50,9131,1
12,0,4,6,4,0,0,2.918295834054489,0.0,0,0,0,0,1
12,4,3,3,5,3,0,3.584962500721156,0.6897464704340336,1,0,19,6209,0
22,0,4,8,13,0,0,3.663532754804255,0.0,0,0,0,0,1
15,2,3,6,8,0,0,3.323231428797621,1.0,1,1,61,7669,0
27,0,3,9,16,0,0,3.689891668750007,0.0,0,0,0,0,1
9,0,3,3,5,0,0,2.725480556997868,0.0,0,0,0,0,1
15,2,5,6,8,0,0,3.240223928941852,0.0,0,0,0,365,0
8,6,2,2,5,0,0,3.0,0.865259684,0,0,0,7389,0
7,2,1,2,4,0,0,2.521640636343318,1.0,1,1,0,0,0
12,2,3,4,7,0,0,2.8553885422075336,1.0,1,0,3,0,0
18,0,3,6,10,0,0,3.3082708345352603,0.0,0,0,0,4383,1
19,0,4,8,9,0,0,3.5766176449086657,0.0,0,0,0,0,1
18,0,3,5,6,4,0,3.5724312513221195,0.0,0,0,12,5479,1
13,4,3,4,8,0,0,3.238901256602631,0.9499999999999998,1,7,1589,4017,0
19,0,4,5,13,0,0,3.326360407952694,0.0,0,0,0,0,1
35,2,4,13,19,0,2,3.929283016944966,1.0,1,0,28,731,0
9,7,3,3,5,0,0,2.94770277922009,0.8243021346469623,1,2,1329,9862,0
9,10,2,3,5,0,0,2.947702779,0.584313725,1,3,34,12695,0
28,4,4,9,16,0,2,4.110577243331643,0.697153877841441,1,0,0,1826,0
17,2,2,5,9,2,0,3.4992275471326924,1.0,1,0,26,365,0
9,0,2,3,5,0,0,2.94770277922009,0.0,0,0,0,0,1
